x	 y	 z	 vx	 vy	 vz	 [v]
1.185738	 0.876159	 0.369830	 -0.007728	 0.010933	 0.005223	 0.014371
1.178010	 0.887092	 0.375053	 -0.007828	 0.010859	 0.005192	 0.014358
1.170181	 0.897951	 0.380246	 -0.007927	 0.010784	 0.005161	 0.014345
1.162254	 0.908735	 0.385406	 -0.008025	 0.010709	 0.005129	 0.014332
1.154229	 0.919444	 0.390535	 -0.008122	 0.010633	 0.005097	 0.014318
1.146107	 0.930078	 0.395632	 -0.008218	 0.010557	 0.005064	 0.014305
1.137888	 0.940635	 0.400696	 -0.008313	 0.010480	 0.005031	 0.014292
1.129575	 0.951114	 0.405728	 -0.008407	 0.010402	 0.004998	 0.014278
1.121168	 0.961516	 0.410726	 -0.008500	 0.010324	 0.004965	 0.014265
1.112667	 0.971840	 0.415691	 -0.008593	 0.010245	 0.004931	 0.014251
1.104075	 0.982085	 0.420622	 -0.008684	 0.010165	 0.004897	 0.014238
1.095391	 0.992250	 0.425519	 -0.008774	 0.010085	 0.004863	 0.014224
1.086617	 1.002335	 0.430382	 -0.008863	 0.010004	 0.004828	 0.014211
1.077754	 1.012339	 0.435210	 -0.008951	 0.009923	 0.004793	 0.014197
1.068804	 1.022262	 0.440003	 -0.009038	 0.009841	 0.004758	 0.014184
1.059766	 1.032103	 0.444761	 -0.009124	 0.009759	 0.004723	 0.014170
1.050642	 1.041862	 0.449484	 -0.009209	 0.009676	 0.004687	 0.014156
1.041432	 1.051538	 0.454171	 -0.009293	 0.009593	 0.004651	 0.014143
1.032139	 1.061131	 0.458822	 -0.009376	 0.009509	 0.004615	 0.014129
1.022763	 1.070639	 0.463437	 -0.009458	 0.009424	 0.004578	 0.014115
1.013304	 1.080064	 0.468015	 -0.009539	 0.009340	 0.004542	 0.014102
1.003765	 1.089403	 0.472556	 -0.009619	 0.009254	 0.004505	 0.014088
0.994146	 1.098657	 0.477061	 -0.009698	 0.009168	 0.004467	 0.014074
0.984447	 1.107826	 0.481528	 -0.009776	 0.009082	 0.004430	 0.014060
0.974671	 1.116908	 0.485958	 -0.009853	 0.008996	 0.004392	 0.014047
0.964817	 1.125904	 0.490351	 -0.009929	 0.008909	 0.004354	 0.014033
0.954888	 1.134812	 0.494705	 -0.010004	 0.008821	 0.004316	 0.014019
0.944883	 1.143634	 0.499021	 -0.010078	 0.008733	 0.004278	 0.014005
0.934805	 1.152367	 0.503299	 -0.010151	 0.008645	 0.004240	 0.013991
0.924654	 1.161012	 0.507539	 -0.010223	 0.008556	 0.004201	 0.013977
0.914431	 1.169568	 0.511740	 -0.010294	 0.008467	 0.004162	 0.013964
0.904137	 1.178035	 0.515902	 -0.010364	 0.008378	 0.004123	 0.013950
0.893773	 1.186413	 0.520024	 -0.010433	 0.008288	 0.004083	 0.013936
0.883340	 1.194702	 0.524108	 -0.010501	 0.008198	 0.004044	 0.013922
0.872839	 1.202900	 0.528152	 -0.010567	 0.008108	 0.004004	 0.013908
0.862272	 1.211008	 0.532156	 -0.010633	 0.008017	 0.003965	 0.013895
0.851638	 1.219025	 0.536121	 -0.010698	 0.007926	 0.003925	 0.013881
0.840940	 1.226951	 0.540045	 -0.010762	 0.007835	 0.003884	 0.013867
0.830178	 1.234785	 0.543930	 -0.010825	 0.007743	 0.003844	 0.013853
0.819354	 1.242528	 0.547774	 -0.010887	 0.007651	 0.003804	 0.013839
0.808467	 1.250180	 0.551577	 -0.010947	 0.007559	 0.003763	 0.013825
0.797520	 1.257738	 0.555340	 -0.011007	 0.007467	 0.003722	 0.013812
0.786513	 1.265205	 0.559062	 -0.011066	 0.007374	 0.003681	 0.013798
0.775447	 1.272579	 0.562743	 -0.011124	 0.007281	 0.003640	 0.013784
