x	 y	 z	 vx	 vy	 vz	 [v]
1.152512	 -0.096680	 -0.045426	 0.001839	 0.014412	 0.006198	 0.015796
1.154352	 -0.082268	 -0.039227	 0.001619	 0.014431	 0.006207	 0.015792
1.155971	 -0.067837	 -0.033020	 0.001399	 0.014446	 0.006215	 0.015788
1.157371	 -0.053391	 -0.026806	 0.001179	 0.014459	 0.006221	 0.015785
1.158550	 -0.038932	 -0.020585	 0.000959	 0.014469	 0.006226	 0.015781
1.159509	 -0.024462	 -0.014359	 0.000739	 0.014477	 0.006230	 0.015778
1.160249	 -0.009986	 -0.008129	 0.000519	 0.014481	 0.006233	 0.015774
1.160768	 0.004496	 -0.001896	 0.000300	 0.014483	 0.006234	 0.015771
1.161068	 0.018979	 0.004338	 0.000080	 0.014482	 0.006235	 0.015768
1.161148	 0.033461	 0.010572	 -0.000139	 0.014479	 0.006234	 0.015764
1.161008	 0.047940	 0.016806	 -0.000359	 0.014473	 0.006232	 0.015761
1.160650	 0.062413	 0.023038	 -0.000577	 0.014463	 0.006229	 0.015758
1.160072	 0.076876	 0.029266	 -0.000796	 0.014452	 0.006224	 0.015755
1.159276	 0.091328	 0.035491	 -0.001014	 0.014437	 0.006219	 0.015752
1.158262	 0.105765	 0.041709	 -0.001232	 0.014420	 0.006212	 0.015749
1.157030	 0.120185	 0.047921	 -0.001450	 0.014400	 0.006204	 0.015747
1.155580	 0.134585	 0.054125	 -0.001667	 0.014378	 0.006195	 0.015744
1.153913	 0.148963	 0.060321	 -0.001883	 0.014352	 0.006185	 0.015741
1.152030	 0.163316	 0.066506	 -0.002099	 0.014325	 0.006174	 0.015739
1.149932	 0.177640	 0.072679	 -0.002314	 0.014294	 0.006161	 0.015737
1.147617	 0.191934	 0.078841	 -0.002529	 0.014261	 0.006148	 0.015734
1.145088	 0.206195	 0.084989	 -0.002743	 0.014225	 0.006133	 0.015732
1.142345	 0.220420	 0.091122	 -0.002957	 0.014187	 0.006117	 0.015730
1.139388	 0.234607	 0.097239	 -0.003169	 0.014146	 0.006100	 0.015728
1.136219	 0.248753	 0.103339	 -0.003381	 0.014102	 0.006082	 0.015726
1.132838	 0.262855	 0.109421	 -0.003592	 0.014056	 0.006063	 0.015724
1.129245	 0.276910	 0.115484	 -0.003803	 0.014007	 0.006043	 0.015722
1.125443	 0.290917	 0.121527	 -0.004012	 0.013956	 0.006021	 0.015720
1.121430	 0.304873	 0.127548	 -0.004221	 0.013902	 0.005999	 0.015718
1.117210	 0.318774	 0.133547	 -0.004429	 0.013845	 0.005975	 0.015716
1.112781	 0.332620	 0.139522	 -0.004635	 0.013786	 0.005950	 0.015715
1.108146	 0.346406	 0.145472	 -0.004841	 0.013725	 0.005925	 0.015713
1.103305	 0.360131	 0.151397	 -0.005046	 0.013661	 0.005898	 0.015712
1.098259	 0.373791	 0.157294	 -0.005249	 0.013594	 0.005870	 0.015710
1.093010	 0.387386	 0.163164	 -0.005452	 0.013525	 0.005841	 0.015709
1.087558	 0.400911	 0.169005	 -0.005653	 0.013454	 0.005811	 0.015708
1.081905	 0.414365	 0.174816	 -0.005853	 0.013380	 0.005780	 0.015707
1.076051	 0.427745	 0.180595	 -0.006053	 0.013304	 0.005747	 0.015705
1.069999	 0.441049	 0.186343	 -0.006250	 0.013225	 0.005714	 0.015704
1.063749	 0.454274	 0.192057	 -0.006447	 0.013144	 0.005680	 0.015703
1.057302	 0.467418	 0.197737	 -0.006642	 0.013061	 0.005645	 0.015702
1.050659	 0.480479	 0.203381	 -0.006836	 0.012975	 0.005608	 0.015702
1.043823	 0.493454	 0.208990	 -0.007029	 0.012887	 0.005571	 0.015701
1.036795	 0.506341	 0.214561	 -0.007220	 0.012797	 0.005533	 0.015700
1.029575	 0.519138	 0.220094	 -0.007410	 0.012704	 0.005494	 0.015699
1.022165	 0.531842	 0.225587	 -0.007598	 0.012609	 0.005453	 0.015699
1.014567	 0.544451	 0.231041	 -0.007785	 0.012512	 0.005412	 0.015698
1.006782	 0.556963	 0.236453	 -0.007970	 0.012412	 0.005370	 0.015698
0.998811	 0.569375	 0.241823	 -0.008154	 0.012311	 0.005327	 0.015698
0.990657	 0.581685	 0.247149	 -0.008336	 0.012207	 0.005283	 0.015697
0.982321	 0.593892	 0.252432	 -0.008517	 0.012101	 0.005237	 0.015697
0.973804	 0.605993	 0.257669	 -0.008696	 0.011992	 0.005191	 0.015697
0.965107	 0.617985	 0.262861	 -0.008874	 0.011882	 0.005145	 0.015697
0.956234	 0.629867	 0.268005	 -0.009049	 0.011769	 0.005097	 0.015697
0.947185	 0.641636	 0.273102	 -0.009223	 0.011655	 0.005048	 0.015697
0.937961	 0.653291	 0.278150	 -0.009396	 0.011538	 0.004998	 0.015697
0.928566	 0.664829	 0.283148	 -0.009566	 0.011419	 0.004948	 0.015697
0.919000	 0.676249	 0.288096	 -0.009735	 0.011299	 0.004896	 0.015697
0.909265	 0.687547	 0.292992	 -0.009902	 0.011176	 0.004844	 0.015697
0.899364	 0.698723	 0.297836	 -0.010067	 0.011051	 0.004791	 0.015698
0.889297	 0.709774	 0.302627	 -0.010230	 0.010924	 0.004737	 0.015698
0.879067	 0.720699	 0.307364	 -0.010391	 0.010796	 0.004682	 0.015698
0.868676	 0.731494	 0.312046	 -0.010550	 0.010665	 0.004626	 0.015699
0.858126	 0.742159	 0.316672	 -0.010708	 0.010532	 0.004570	 0.015699
0.847419	 0.752692	 0.321242	 -0.010863	 0.010398	 0.004512	 0.015700
0.836556	 0.763090	 0.325754	 -0.011016	 0.010262	 0.004454	 0.015701
