x	 y	 z	 vx	 vy	 vz	 [v]
-5.003259	 -2.038071	 -0.751729	 0.002908	 -0.006019	 -0.002650	 0.007191
-5.000351	 -2.044090	 -0.754379	 0.002917	 -0.006015	 -0.002649	 0.007191
-4.997434	 -2.050105	 -0.757029	 0.002926	 -0.006011	 -0.002648	 0.007191
-4.994507	 -2.056116	 -0.759676	 0.002935	 -0.006008	 -0.002646	 0.007191
-4.991572	 -2.062124	 -0.762323	 0.002945	 -0.006004	 -0.002645	 0.007191
-4.988627	 -2.068128	 -0.764968	 0.002954	 -0.006000	 -0.002644	 0.007191
-4.985674	 -2.074128	 -0.767611	 0.002963	 -0.005996	 -0.002642	 0.007191
-4.982711	 -2.080125	 -0.770253	 0.002972	 -0.005993	 -0.002641	 0.007191
-4.979740	 -2.086117	 -0.772894	 0.002981	 -0.005989	 -0.002639	 0.007192
-4.976758	 -2.092106	 -0.775533	 0.002990	 -0.005985	 -0.002638	 0.007192
-4.973768	 -2.098091	 -0.778171	 0.002999	 -0.005981	 -0.002637	 0.007192
-4.970769	 -2.104072	 -0.780808	 0.003008	 -0.005977	 -0.002635	 0.007192
-4.967761	 -2.110050	 -0.783443	 0.003017	 -0.005974	 -0.002634	 0.007192
-4.964743	 -2.116023	 -0.786077	 0.003026	 -0.005970	 -0.002632	 0.007192
-4.961717	 -2.121993	 -0.788709	 0.003035	 -0.005966	 -0.002631	 0.007192
-4.958681	 -2.127959	 -0.791340	 0.003044	 -0.005962	 -0.002629	 0.007192
-4.955637	 -2.133921	 -0.793969	 0.003053	 -0.005958	 -0.002628	 0.007192
-4.952583	 -2.139879	 -0.796597	 0.003063	 -0.005954	 -0.002627	 0.007192
-4.949520	 -2.145833	 -0.799224	 0.003072	 -0.005950	 -0.002625	 0.007192
-4.946448	 -2.151783	 -0.801849	 0.003081	 -0.005946	 -0.002624	 0.007193
-4.943368	 -2.157730	 -0.804472	 0.003090	 -0.005942	 -0.002622	 0.007193
-4.940279	 -2.163672	 -0.807094	 0.003099	 -0.005939	 -0.002621	 0.007193
-4.937180	 -2.169611	 -0.809715	 0.003108	 -0.005935	 -0.002619	 0.007193
-4.934072	 -2.175545	 -0.812334	 0.003117	 -0.005931	 -0.002618	 0.007193
-4.930956	 -2.181476	 -0.814952	 0.003126	 -0.005927	 -0.002616	 0.007193
-4.927830	 -2.187403	 -0.817568	 0.003135	 -0.005923	 -0.002615	 0.007193
-4.924695	 -2.193326	 -0.820183	 0.003144	 -0.005919	 -0.002613	 0.007193
-4.921552	 -2.199244	 -0.822796	 0.003153	 -0.005915	 -0.002612	 0.007193
-4.918399	 -2.205159	 -0.825408	 0.003162	 -0.005911	 -0.002610	 0.007193
-4.915237	 -2.211070	 -0.828018	 0.003171	 -0.005907	 -0.002609	 0.007194
-4.912067	 -2.216976	 -0.830627	 0.003180	 -0.005903	 -0.002607	 0.007194
-4.908887	 -2.222879	 -0.833234	 0.003189	 -0.005899	 -0.002606	 0.007194
-4.905699	 -2.228777	 -0.835840	 0.003197	 -0.005895	 -0.002604	 0.007194
-4.902501	 -2.234672	 -0.838444	 0.003206	 -0.005890	 -0.002603	 0.007194
-4.899295	 -2.240562	 -0.841047	 0.003215	 -0.005886	 -0.002601	 0.007194
-4.896080	 -2.246448	 -0.843648	 0.003224	 -0.005882	 -0.002600	 0.007194
-4.892855	 -2.252331	 -0.846248	 0.003233	 -0.005878	 -0.002598	 0.007194
-4.889622	 -2.258209	 -0.848846	 0.003242	 -0.005874	 -0.002597	 0.007194
